1,1,2,3,4
1,2,3,4,5
2,1,3,4,5
2,1,2,3,4
19,13,14,15,16
19,16,15,13,14
3,1,5,14,9
19,1,3,5,7
19,2,4,6,8
19,2,4,19,8
